1321	123
1321	2527
1321	3137
1321	5455
1321	379565
1321	552310
1321	571586
1321	632229
1321	1839269
1321	2536107
1321	3634617
1321	3653027
1321	3840064
1321	4094283
1321	7351118
1321	7684573
1507	309
1507	2708
1507	3322
1507	4916
1507	5389
1507	9927
1507	405581
1507	491738
1507	983817
1507	1018704
1507	1033107
1507	1574343
1507	2079718
1507	2536355
1507	3784756
1507	4193634
1507	7351680
1553	357
1553	2744
1553	3370
1553	4961
1553	5764
1553	380662
1553	405364
1553	522572
1553	600730
1553	900184
1553	1549021
1553	1839342
1553	2536398
1553	2982231
1553	3603458
1553	4226683
1553	7351804
1553	7432152
2111	902
2111	2969
2111	3920
2111	5296
2111	348115
2111	350020
2111	380634
2111	405376
2111	435468
2111	491508
2111	522962
2111	571244
2111	620544
2111	703173
2111	885818
2111	1180697
2111	1504942
2111	1831752
2111	2268192
2111	2309041
2111	2495691
2111	2580505
2111	2818433
2111	3200559
2111	3387236
2111	3767697
2111	3767699
2111	3842195
2111	4272755
2111	4662574
2111	5583645
2111	5719534
2111	6885659
2111	6887019
2462	4348
2462	934612
2462	934622
2462	1701661
2462	2859893
2462	7013677
4348	2462
4348	2431977
4348	7446583
7669	163014
7669	251499
7669	3113326
7669	8163395
8271	169767
8271	244719
8271	8243327
9289	19783
9289	182651
9289	607192
9289	763266
15046	28443
15046	191282
15046	624875
15046	1478601
16226	177375
16226	571246
16226	571248
16226	843419
16226	1278764
16226	1324261
16226	1406847
16226	1994194
16226	2480128
16226	2758151
16226	2758152
16226	2758153
16226	2758154
16226	2758155
16226	2758156
16226	2758157
16226	2758158
16226	2758159
16226	2758160
16226	2758161
16226	2758162
16226	2804200
16226	2804203
16226	2836245
16226	2867086
16226	2897867
16226	3170508
16226	3340736
16226	3567403
16226	3567404
16226	3812867
16226	3980030
16226	4250800
16226	4344103
16226	4877095
16226	5171673
16226	5171674
16226	5171676
16226	6623117
16226	6680459
16226	6680471
16226	6680477
16226	7285585
16551	177699
16551	383348
16551	385880
16551	470190
16551	470898
16551	509581
16551	518767
16551	923957
16551	1448193
16551	1448200
16551	1448201
16551	1448202
16551	1448575
16551	1736230
16551	2175792
16551	2413074
16551	3254763
16551	3254765
16551	3965340
16551	3969372
16551	3969374
16551	3969466
16551	3969467
16551	3969468
16551	3969470
16551	3969548
16551	3969550
16551	3969557
16551	3969562
16551	3969566
16551	4401276
16551	4401277
16551	4515577
16551	4578737
16551	5101787
16551	5586413
16551	5586414
16551	5586415
16551	5586416
16551	5586417
16551	5586418
16551	5586419
16551	5586420
16551	6744659
16551	6744663
16551	7047575
16551	8004108
16551	8466477
16551	8466478
16551	8466479
17729	178875
17729	547441
17729	563851
17729	901002
17729	1056848
18500	179642
18500	701228
18500	701229
18500	2824852
18500	5676239
18500	7057249
18501	179643
18501	701232
18501	701233
18501	777082
18501	1683673
18501	5865208
18501	7057251
18501	8072067
19257	180619
19440	182243
19440	627453
19440	635062
19440	2281128
19440	2700400
19440	5678197
19783	9289
19783	182651
19783	407367
19783	1073371
19783	1073372
19783	1652791
19783	2895222
19783	3407320
19858	180915
19858	182731
19858	891864
19858	962864
19858	1057286
19858	1613848
19858	1613849
19858	1613850
19858	3225810
20876	373876
20876	580469
20876	580470
20876	588377
20876	915482
20876	1019182
20876	1268955
20876	1422240
20876	1422249
20876	1602681
20876	2030660
20876	2196891
20876	2498855
20876	2608160
20876	2816799
20876	2816800
20876	6742381
21411	184283
21411	381158
21411	425020
21468	184340
21468	1507337
21468	2761993
21468	4227661
21468	7610544
21995	184864
21995	389507
21995	529726
21995	612348
21995	1306911
21995	1962226
21995	2579298
21995	2580501
21995	3261547
21995	4371608
21995	4910371
23228	186095
23228	335292
23228	335314
23228	365001
23228	370300
23228	666730
23228	673878
23228	1539688
23228	1665800
23228	1688487
23228	1992886
23228	2580498
23228	3556212
23228	4910429
23228	5739139
23228	6363163
23228	6363166
24254	187115
24254	416911
24254	525259
24254	940448
24254	987579
24254	1002353
24254	1547084
24254	1547092
24254	1555479
24254	1671364
24254	2763647
24254	2825148
24254	2825321
24254	2825322
24254	4204350
24254	4769678
24254	5000047
24254	6843771
24254	6843772
24254	7104736
24356	187219
24356	3429666
24386	187249
24386	638161
24386	1458013
24516	187379
24516	1485217
24516	1511477
24516	4791981
25372	188231
25372	1251356
25372	1251357
25372	1468414
25372	1783767
25372	2352549
25412	188270
25412	333312
25412	333314
25412	454674
25412	467327
25412	495778
25412	525580
25412	596970
25412	696528
25412	1058741
25412	1350973
25412	2331282
25412	2970211
25799	188653
25799	751164
25799	818566
25799	1039916
26274	189127
26274	790547
26274	791672
26274	1675040
26274	3018277
26274	5308140
26274	5308141
26274	5308142
26274	5425764
27010	14045
27010	189855
27010	443455
27010	475777
27010	1275590
27010	1358443
27010	1737197
27010	2426143
27010	2579237
27010	2580493
27010	3060064
27010	3284088
27010	3286059
27010	5474002
27010	5841058
27010	6772612
27010	7814710
27010	7847707
27010	7946379
27072	189916
27072	697592
27072	1350293
27072	1451854
27072	1536591
27072	3577877
27072	4146561
27349	190191
27349	1701174
27841	234629
27841	514308
27841	555719
27841	677033
27841	843836
27841	1133087
27841	1133168
27841	1176482
27841	1638326
27841	2580486
27841	3402661
27841	3671358
27985	190825
27985	2347694
27985	2347707
27985	6139451
27985	8472005
28094	190934
28094	856292
28094	951530
28094	1569311
28094	1569312
28094	1581459
28094	3699723
28094	5901053
28169	191009
28169	336811
28169	336935
28169	337042
28169	1903126
28293	191133
28293	852305
28293	3131943
